DateKey,Date,DayNumber,DayName,DayOfWeekISO,WeekOfYear,Month,MonthName,MonthShort,Quarter,QuarterNum,Year,YearQuarter,YearMonth,MonthStartFlag,MonthEndFlag,QuarterStartFlag,QuarterEndFlag,YearStartFlag,YearEndFlag,IsWeekendFlag
20210428,44314,28,Wednesday,3,17,4,April,Apr,Q2,2,2021,2021 Q2,2021-04,No,No,No,No,No,No,No
20210429,44315,29,Thursday,4,17,4,April,Apr,Q2,2,2021,2021 Q2,2021-04,No,No,No,No,No,No,No
20210430,44316,30,Friday,5,17,4,April,Apr,Q2,2,2021,2021 Q2,2021-04,No,Yes,No,No,No,No,No
20210501,44317,1,Saturday,6,17,5,May,May,Q2,2,2021,2021 Q2,2021-05,Yes,No,No,No,No,No,Yes
20210502,44318,2,Sunday,7,17,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210503,44319,3,Monday,1,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210504,44320,4,Tuesday,2,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210505,44321,5,Wednesday,3,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210506,44322,6,Thursday,4,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210507,44323,7,Friday,5,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210508,44324,8,Saturday,6,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210509,44325,9,Sunday,7,18,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210510,44326,10,Monday,1,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210511,44327,11,Tuesday,2,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210512,44328,12,Wednesday,3,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210513,44329,13,Thursday,4,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210514,44330,14,Friday,5,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210515,44331,15,Saturday,6,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210516,44332,16,Sunday,7,19,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210517,44333,17,Monday,1,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210518,44334,18,Tuesday,2,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210519,44335,19,Wednesday,3,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210520,44336,20,Thursday,4,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210521,44337,21,Friday,5,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210522,44338,22,Saturday,6,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210523,44339,23,Sunday,7,20,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210524,44340,24,Monday,1,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210525,44341,25,Tuesday,2,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210526,44342,26,Wednesday,3,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210527,44343,27,Thursday,4,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210528,44344,28,Friday,5,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,No
20210529,44345,29,Saturday,6,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210530,44346,30,Sunday,7,21,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,No,No,No,No,No,Yes
20210531,44347,31,Monday,1,22,5,May,May,Q2,2,2021,2021 Q2,2021-05,No,Yes,No,No,No,No,No
20210601,44348,1,Tuesday,2,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,Yes,No,No,No,No,No,No
20210602,44349,2,Wednesday,3,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210603,44350,3,Thursday,4,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210604,44351,4,Friday,5,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210605,44352,5,Saturday,6,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210606,44353,6,Sunday,7,22,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210607,44354,7,Monday,1,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210608,44355,8,Tuesday,2,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210609,44356,9,Wednesday,3,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210610,44357,10,Thursday,4,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210611,44358,11,Friday,5,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210612,44359,12,Saturday,6,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210613,44360,13,Sunday,7,23,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210614,44361,14,Monday,1,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210615,44362,15,Tuesday,2,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210616,44363,16,Wednesday,3,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210617,44364,17,Thursday,4,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210618,44365,18,Friday,5,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210619,44366,19,Saturday,6,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210620,44367,20,Sunday,7,24,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210621,44368,21,Monday,1,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210622,44369,22,Tuesday,2,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210623,44370,23,Wednesday,3,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210624,44371,24,Thursday,4,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210625,44372,25,Friday,5,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210626,44373,26,Saturday,6,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210627,44374,27,Sunday,7,25,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,Yes
20210628,44375,28,Monday,1,26,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210629,44376,29,Tuesday,2,26,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,No,No,No,No,No,No
20210630,44377,30,Wednesday,3,26,6,June,Jun,Q2,2,2021,2021 Q2,2021-06,No,Yes,No,Yes,No,No,No
20210701,44378,1,Thursday,4,26,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,Yes,No,Yes,No,No,No,No
20210702,44379,2,Friday,5,26,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210703,44380,3,Saturday,6,26,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210704,44381,4,Sunday,7,26,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210705,44382,5,Monday,1,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210706,44383,6,Tuesday,2,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210707,44384,7,Wednesday,3,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210708,44385,8,Thursday,4,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210709,44386,9,Friday,5,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210710,44387,10,Saturday,6,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210711,44388,11,Sunday,7,27,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210712,44389,12,Monday,1,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210713,44390,13,Tuesday,2,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210714,44391,14,Wednesday,3,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210715,44392,15,Thursday,4,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210716,44393,16,Friday,5,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210717,44394,17,Saturday,6,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210718,44395,18,Sunday,7,28,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210719,44396,19,Monday,1,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210720,44397,20,Tuesday,2,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210721,44398,21,Wednesday,3,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210722,44399,22,Thursday,4,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210723,44400,23,Friday,5,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210724,44401,24,Saturday,6,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210725,44402,25,Sunday,7,29,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,Yes
20210726,44403,26,Monday,1,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210727,44404,27,Tuesday,2,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210728,44405,28,Wednesday,3,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210729,44406,29,Thursday,4,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210730,44407,30,Friday,5,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,No,No,No,No,No,No
20210731,44408,31,Saturday,6,30,7,July,Jul,Q3,3,2021,2021 Q3,2021-07,No,Yes,No,No,No,No,Yes
20210801,44409,1,Sunday,7,30,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,Yes,No,No,No,No,No,Yes
20210802,44410,2,Monday,1,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210803,44411,3,Tuesday,2,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210804,44412,4,Wednesday,3,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210805,44413,5,Thursday,4,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210806,44414,6,Friday,5,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210807,44415,7,Saturday,6,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210808,44416,8,Sunday,7,31,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210809,44417,9,Monday,1,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210810,44418,10,Tuesday,2,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210811,44419,11,Wednesday,3,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210812,44420,12,Thursday,4,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210813,44421,13,Friday,5,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210814,44422,14,Saturday,6,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210815,44423,15,Sunday,7,32,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210816,44424,16,Monday,1,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210817,44425,17,Tuesday,2,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210818,44426,18,Wednesday,3,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210819,44427,19,Thursday,4,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210820,44428,20,Friday,5,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210821,44429,21,Saturday,6,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210822,44430,22,Sunday,7,33,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210823,44431,23,Monday,1,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210824,44432,24,Tuesday,2,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210825,44433,25,Wednesday,3,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210826,44434,26,Thursday,4,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210827,44435,27,Friday,5,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210828,44436,28,Saturday,6,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210829,44437,29,Sunday,7,34,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,Yes
20210830,44438,30,Monday,1,35,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,No,No,No,No,No,No
20210831,44439,31,Tuesday,2,35,8,August,Aug,Q3,3,2021,2021 Q3,2021-08,No,Yes,No,No,No,No,No
20210901,44440,1,Wednesday,3,35,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,Yes,No,No,No,No,No,No
20210902,44441,2,Thursday,4,35,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210903,44442,3,Friday,5,35,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210904,44443,4,Saturday,6,35,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210905,44444,5,Sunday,7,35,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210906,44445,6,Monday,1,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210907,44446,7,Tuesday,2,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210908,44447,8,Wednesday,3,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210909,44448,9,Thursday,4,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210910,44449,10,Friday,5,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210911,44450,11,Saturday,6,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210912,44451,12,Sunday,7,36,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210913,44452,13,Monday,1,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210914,44453,14,Tuesday,2,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210915,44454,15,Wednesday,3,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210916,44455,16,Thursday,4,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210917,44456,17,Friday,5,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210918,44457,18,Saturday,6,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210919,44458,19,Sunday,7,37,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210920,44459,20,Monday,1,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210921,44460,21,Tuesday,2,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210922,44461,22,Wednesday,3,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210923,44462,23,Thursday,4,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210924,44463,24,Friday,5,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210925,44464,25,Saturday,6,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210926,44465,26,Sunday,7,38,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,Yes
20210927,44466,27,Monday,1,39,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210928,44467,28,Tuesday,2,39,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210929,44468,29,Wednesday,3,39,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,No,No,No,No,No,No
20210930,44469,30,Thursday,4,39,9,September,Sep,Q3,3,2021,2021 Q3,2021-09,No,Yes,No,Yes,No,No,No
20211001,44470,1,Friday,5,39,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,Yes,No,Yes,No,No,No,No
20211002,44471,2,Saturday,6,39,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211003,44472,3,Sunday,7,39,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211004,44473,4,Monday,1,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211005,44474,5,Tuesday,2,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211006,44475,6,Wednesday,3,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211007,44476,7,Thursday,4,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211008,44477,8,Friday,5,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211009,44478,9,Saturday,6,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211010,44479,10,Sunday,7,40,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211011,44480,11,Monday,1,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211012,44481,12,Tuesday,2,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211013,44482,13,Wednesday,3,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211014,44483,14,Thursday,4,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211015,44484,15,Friday,5,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211016,44485,16,Saturday,6,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211017,44486,17,Sunday,7,41,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211018,44487,18,Monday,1,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211019,44488,19,Tuesday,2,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211020,44489,20,Wednesday,3,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211021,44490,21,Thursday,4,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211022,44491,22,Friday,5,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211023,44492,23,Saturday,6,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211024,44493,24,Sunday,7,42,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211025,44494,25,Monday,1,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211026,44495,26,Tuesday,2,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211027,44496,27,Wednesday,3,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211028,44497,28,Thursday,4,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211029,44498,29,Friday,5,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,No
20211030,44499,30,Saturday,6,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,No,No,No,No,No,Yes
20211031,44500,31,Sunday,7,43,10,October,Oct,Q4,4,2021,2021 Q4,2021-10,No,Yes,No,No,No,No,Yes
20211101,44501,1,Monday,1,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,Yes,No,No,No,No,No,No
20211102,44502,2,Tuesday,2,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211103,44503,3,Wednesday,3,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211104,44504,4,Thursday,4,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211105,44505,5,Friday,5,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211106,44506,6,Saturday,6,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211107,44507,7,Sunday,7,44,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211108,44508,8,Monday,1,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211109,44509,9,Tuesday,2,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211110,44510,10,Wednesday,3,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211111,44511,11,Thursday,4,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211112,44512,12,Friday,5,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211113,44513,13,Saturday,6,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211114,44514,14,Sunday,7,45,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211115,44515,15,Monday,1,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211116,44516,16,Tuesday,2,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211117,44517,17,Wednesday,3,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211118,44518,18,Thursday,4,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211119,44519,19,Friday,5,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211120,44520,20,Saturday,6,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211121,44521,21,Sunday,7,46,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211122,44522,22,Monday,1,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211123,44523,23,Tuesday,2,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211124,44524,24,Wednesday,3,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211125,44525,25,Thursday,4,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211126,44526,26,Friday,5,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211127,44527,27,Saturday,6,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211128,44528,28,Sunday,7,47,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,Yes
20211129,44529,29,Monday,1,48,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,No,No,No,No,No,No
20211130,44530,30,Tuesday,2,48,11,November,Nov,Q4,4,2021,2021 Q4,2021-11,No,Yes,No,No,No,No,No
20211201,44531,1,Wednesday,3,48,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,Yes,No,No,No,No,No,No
20211202,44532,2,Thursday,4,48,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,No
20211203,44533,3,Friday,5,48,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,No
20211204,44534,4,Saturday,6,48,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,Yes
20211205,44535,5,Sunday,7,48,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,Yes
20211206,44536,6,Monday,1,49,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,No
20211207,44537,7,Tuesday,2,49,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,No
20211208,44538,8,Wednesday,3,49,12,December,Dec,Q4,4,2021,2021 Q4,2021-12,No,No,No,No,No,No,No
