AssetSnapshotID,AssetID,AssetCode,FundID,FundCode,ValuationDate,ValuationDateKey,QuarterEnd,AssetStatus,CumulativeInvested,CumulativeInvestedCHF,CumulativeProceeds,CumulativeProceedsCHF,FairValue,FairValueCHF,Currency,FXRateToCHF,GrossMOIC
384,14,GI1-HFN,3,GI1,43646,20190630,2019 Q2,Active,92196000,91082934,0,0,91273000,89048677,USD,0.97563,0.99
385,14,GI1-HFN,3,GI1,43738,20190930,2019 Q3,Active,102440000,101092008,0,0,101415000,99089250,USD,0.977067,0.99
386,14,GI1-HFN,3,GI1,43830,20191231,2019 Q4,Active,102440000,101092008,0,0,102870000,100243215,USD,0.974465,1.004
387,14,GI1-HFN,3,GI1,43921,20200331,2020 Q1,Active,102440000,101092008,0,0,105350000,99910674,USD,0.948369,1.028
388,14,GI1-HFN,3,GI1,44012,20200630,2020 Q2,Partially Realized,102440000,101092008,637000,589983,107830000,99871068,USD,0.92619,1.059
389,14,GI1-HFN,3,GI1,44104,20200930,2020 Q3,Partially Realized,102440000,101092008,1281000,1177466,110310000,100629194,USD,0.91224,1.089
390,14,GI1-HFN,3,GI1,44196,20201231,2020 Q4,Partially Realized,102440000,101092008,1931000,1758717,112790000,100860540,USD,0.894233,1.12
391,14,GI1-HFN,3,GI1,44286,20210331,2021 Q1,Partially Realized,102440000,101092008,2588000,2347038,115270000,103220366,USD,0.895466,1.151
392,14,GI1-HFN,3,GI1,44377,20210630,2021 Q2,Partially Realized,102440000,101092008,3251000,2944179,117750000,106053304,USD,0.900665,1.181
393,14,GI1-HFN,3,GI1,44469,20210930,2021 Q3,Partially Realized,102440000,101092008,3921000,3556741,120229000,109922008,USD,0.914272,1.212
394,14,GI1-HFN,3,GI1,44561,20211231,2021 Q4,Partially Realized,102440000,101092008,4597000,4181410,122709000,113391338,USD,0.924067,1.243
395,14,GI1-HFN,3,GI1,44651,20220331,2022 Q1,Partially Realized,102440000,101092008,5279000,4809216,125189000,115241106,USD,0.920537,1.274
396,14,GI1-HFN,3,GI1,44742,20220630,2022 Q2,Partially Realized,102440000,101092008,5968000,5443585,127669000,117546125,USD,0.92071,1.305
397,14,GI1-HFN,3,GI1,44834,20220930,2022 Q3,Partially Realized,102440000,101092008,6663000,6089518,130149000,120960481,USD,0.9294,1.336
398,14,GI1-HFN,3,GI1,44926,20221231,2022 Q4,Partially Realized,102440000,101092008,7365000,6745303,128115000,119680805,USD,0.934167,1.323
399,14,GI1-HFN,3,GI1,45016,20230331,2023 Q1,Partially Realized,102440000,101092008,8073000,7390326,126081000,114866095,USD,0.91105,1.31
400,14,GI1-HFN,3,GI1,45107,20230630,2023 Q2,Partially Realized,102440000,101092008,8788000,8027671,124046000,110573612,USD,0.891392,1.297
401,14,GI1-HFN,3,GI1,45199,20230930,2023 Q3,Partially Realized,102440000,101092008,9509000,8661920,122012000,107331394,USD,0.879679,1.284
402,14,GI1-HFN,3,GI1,45291,20231231,2023 Q4,Partially Realized,102440000,101092008,10236000,9290100,119978000,103669510,USD,0.864071,1.271
403,14,GI1-HFN,3,GI1,45382,20240331,2024 Q1,Partially Realized,102440000,101092008,18290000,16241250,117944000,101793692,USD,0.863068,1.33
404,14,GI1-HFN,3,GI1,45473,20240630,2024 Q2,Partially Realized,102440000,101092008,19030000,16882054,115909000,100371514,USD,0.865951,1.317
405,14,GI1-HFN,3,GI1,45565,20240930,2024 Q3,Partially Realized,102440000,101092008,19777000,17537042,113875000,99848333,USD,0.876824,1.305
406,14,GI1-HFN,3,GI1,45657,20241231,2024 Q4,Partially Realized,102440000,101092008,20530000,18202604,111841000,98854135,USD,0.883881,1.292
407,14,GI1-HFN,3,GI1,45747,20250331,2025 Q1,Partially Realized,102440000,101092008,21290000,18873682,109807000,96959252,USD,0.882997,1.28
408,14,GI1-HFN,3,GI1,45838,20250630,2025 Q2,Partially Realized,102440000,101092008,22056000,19552251,107773000,95471790,USD,0.88586,1.267
409,14,GI1-HFN,3,GI1,45930,20250930,2025 Q3,Partially Realized,102440000,101092008,33809000,30093446,105738000,94835778,USD,0.896894,1.362
410,14,GI1-HFN,3,GI1,46022,20251231,2025 Q4,Partially Realized,102440000,101092008,34588000,30797681,103704000,93751009,USD,0.904025,1.35
411,15,GI1-NSS,3,GI1,43646,20190630,2019 Q2,Active,40945000,39947170,0,0,40536000,39548138,USD,0.97563,0.99
412,15,GI1-NSS,3,GI1,43738,20190930,2019 Q3,Active,63977000,62450977,0,0,63337000,61884493,USD,0.977067,0.99
413,15,GI1-NSS,3,GI1,43830,20191231,2019 Q4,Active,76772000,74919257,0,0,76005000,74064212,USD,0.974465,0.99
414,15,GI1-NSS,3,GI1,43921,20200331,2020 Q1,Active,85302000,83008845,0,0,84450000,80089762,USD,0.948369,0.99
415,15,GI1-NSS,3,GI1,44012,20200630,2020 Q2,Active,85302000,83008845,0,0,86412000,80033930,USD,0.92619,1.013
416,15,GI1-NSS,3,GI1,44104,20200930,2020 Q3,Active,85302000,83008845,0,0,89227000,81396438,USD,0.91224,1.046
417,15,GI1-NSS,3,GI1,44196,20201231,2020 Q4,Partially Realized,85302000,83008845,490000,438174,92042000,82306994,USD,0.894233,1.085
418,15,GI1-NSS,3,GI1,44286,20210331,2021 Q1,Partially Realized,85302000,83008845,985000,881430,94857000,84941218,USD,0.895466,1.124
419,15,GI1-NSS,3,GI1,44377,20210630,2021 Q2,Partially Realized,85302000,83008845,1486000,1332663,97672000,87969752,USD,0.900665,1.162
420,15,GI1-NSS,3,GI1,44469,20210930,2021 Q3,Partially Realized,85302000,83008845,1992000,1795285,100487000,91872450,USD,0.914272,1.201
421,15,GI1-NSS,3,GI1,44561,20211231,2021 Q4,Partially Realized,85302000,83008845,2504000,2268407,103302000,95457969,USD,0.924067,1.24
422,15,GI1-NSS,3,GI1,44651,20220331,2022 Q1,Partially Realized,85302000,83008845,3021000,2744325,106117000,97684625,USD,0.920537,1.279
423,15,GI1-NSS,3,GI1,44742,20220630,2022 Q2,Partially Realized,85302000,83008845,3544000,3225856,108932000,100294782,USD,0.92071,1.319
424,15,GI1-NSS,3,GI1,44834,20220930,2022 Q3,Partially Realized,85302000,83008845,4072000,3716579,111747000,103857662,USD,0.9294,1.358
425,15,GI1-NSS,3,GI1,44926,20221231,2022 Q4,Partially Realized,85302000,83008845,4605000,4214490,114562000,107020040,USD,0.934167,1.397
426,15,GI1-NSS,3,GI1,45016,20230331,2023 Q1,Partially Realized,85302000,83008845,5144000,4705546,113179000,103111728,USD,0.91105,1.387
427,15,GI1-NSS,3,GI1,45107,20230630,2023 Q2,Partially Realized,85302000,83008845,5688000,5190463,111795000,99653169,USD,0.891392,1.377
428,15,GI1-NSS,3,GI1,45199,20230930,2023 Q3,Partially Realized,85302000,83008845,6238000,5674286,110412000,97127118,USD,0.879679,1.367
429,15,GI1-NSS,3,GI1,45291,20231231,2023 Q4,Partially Realized,85302000,83008845,6793000,6153845,109029000,94208797,USD,0.864071,1.358
430,15,GI1-NSS,3,GI1,45382,20240331,2024 Q1,Partially Realized,85302000,83008845,11708000,10395824,107645000,92904955,USD,0.863068,1.399
431,15,GI1-NSS,3,GI1,45473,20240630,2024 Q2,Partially Realized,85302000,83008845,12274000,10885952,106262000,92017685,USD,0.865951,1.39
432,15,GI1-NSS,3,GI1,45565,20240930,2024 Q3,Partially Realized,85302000,83008845,12846000,11387495,104879000,91960424,USD,0.876824,1.38
433,15,GI1-NSS,3,GI1,45657,20241231,2024 Q4,Partially Realized,85302000,83008845,13423000,11897494,103495000,91477264,USD,0.883881,1.371
434,15,GI1-NSS,3,GI1,45747,20250331,2025 Q1,Partially Realized,85302000,83008845,14005000,12411398,102112000,90164590,USD,0.882997,1.361
435,15,GI1-NSS,3,GI1,45838,20250630,2025 Q2,Partially Realized,85302000,83008845,14593000,12932284,100729000,89231792,USD,0.88586,1.352
436,15,GI1-NSS,3,GI1,45930,20250930,2025 Q3,Partially Realized,85302000,83008845,21717000,19321757,99345000,89101934,USD,0.896894,1.419
437,15,GI1-NSS,3,GI1,46022,20251231,2025 Q4,Partially Realized,85302000,83008845,22316000,19863268,97962000,88560097,USD,0.904025,1.41
438,16,GI1-MEC,3,GI1,43921,20200331,2020 Q1,Active,73464000,69670980,0,0,72729000,68973929,USD,0.948369,0.99
439,16,GI1-MEC,3,GI1,44012,20200630,2020 Q2,Active,114787000,107943929,0,0,113639000,105251305,USD,0.92619,0.99
440,16,GI1-MEC,3,GI1,44104,20200930,2020 Q3,Active,137744000,128886223,0,0,136367000,124399432,USD,0.91224,0.99
441,16,GI1-MEC,3,GI1,44196,20201231,2020 Q4,Active,153049000,142572459,0,0,151519000,135493290,USD,0.894233,0.99
442,16,GI1-MEC,3,GI1,44286,20210331,2021 Q1,Active,153049000,142572459,0,0,156248000,139914772,USD,0.895466,1.021
443,16,GI1-MEC,3,GI1,44377,20210630,2021 Q2,Active,153049000,142572459,0,0,162507000,146364367,USD,0.900665,1.062
444,16,GI1-MEC,3,GI1,44469,20210930,2021 Q3,Partially Realized,153049000,142572459,1087000,993814,168767000,154298943,USD,0.914272,1.11
445,16,GI1-MEC,3,GI1,44561,20211231,2021 Q4,Partially Realized,153049000,142572459,2188000,2011212,175027000,161736675,USD,0.924067,1.158
446,16,GI1-MEC,3,GI1,44651,20220331,2022 Q1,Partially Realized,153049000,142572459,3303000,3037611,181287000,166881391,USD,0.920537,1.206
447,16,GI1-MEC,3,GI1,44742,20220630,2022 Q2,Partially Realized,153049000,142572459,4432000,4077093,187546000,172675478,USD,0.92071,1.254
448,16,GI1-MEC,3,GI1,44834,20220930,2022 Q3,Partially Realized,153049000,142572459,5575000,5139397,193806000,180123296,USD,0.9294,1.303
449,16,GI1-MEC,3,GI1,44926,20221231,2022 Q4,Partially Realized,153049000,142572459,6733000,6221162,200066000,186895055,USD,0.934167,1.351
450,16,GI1-MEC,3,GI1,45016,20230331,2023 Q1,Partially Realized,153049000,142572459,7905000,7288913,206325000,187972391,USD,0.91105,1.4
451,16,GI1-MEC,3,GI1,45107,20230630,2023 Q2,Partially Realized,153049000,142572459,9091000,8346104,212585000,189496568,USD,0.891392,1.448
452,16,GI1-MEC,3,GI1,45199,20230930,2023 Q3,Partially Realized,153049000,142572459,10291000,9401719,210490000,185163633,USD,0.879679,1.443
453,16,GI1-MEC,3,GI1,45291,20231231,2023 Q4,Partially Realized,153049000,142572459,11505000,10450701,208395000,180068076,USD,0.864071,1.437
454,16,GI1-MEC,3,GI1,45382,20240331,2024 Q1,Partially Realized,153049000,142572459,16768000,14993028,206299000,178050065,USD,0.863068,1.457
455,16,GI1-MEC,3,GI1,45473,20240630,2024 Q2,Partially Realized,153049000,142572459,18011000,16069405,204204000,176830658,USD,0.865951,1.452
456,16,GI1-MEC,3,GI1,45565,20240930,2024 Q3,Partially Realized,153049000,142572459,19268000,17171573,202109000,177214022,USD,0.876824,1.446
457,16,GI1-MEC,3,GI1,45657,20241231,2024 Q4,Partially Realized,153049000,142572459,20539000,18294986,200014000,176788574,USD,0.883881,1.441
458,16,GI1-MEC,3,GI1,45747,20250331,2025 Q1,Partially Realized,153049000,142572459,21825000,19430520,197918000,174761000,USD,0.882997,1.436
459,16,GI1-MEC,3,GI1,45838,20250630,2025 Q2,Partially Realized,153049000,142572459,23125000,20582138,195823000,173471763,USD,0.88586,1.431
460,16,GI1-MEC,3,GI1,45930,20250930,2025 Q3,Partially Realized,153049000,142572459,30490000,27187762,193728000,173753481,USD,0.896894,1.465
461,16,GI1-MEC,3,GI1,46022,20251231,2025 Q4,Partially Realized,153049000,142572459,31818000,28388307,191633000,173241023,USD,0.904025,1.46
462,17,GI1-CDH,3,GI1,44104,20200930,2020 Q3,Active,98842000,90167626,0,0,97854000,89266333,USD,0.91224,0.99
463,17,GI1-CDH,3,GI1,44196,20201231,2020 Q4,Active,154441000,139886087,0,0,152896000,136724649,USD,0.894233,0.99
464,17,GI1-CDH,3,GI1,44286,20210331,2021 Q1,Active,185329000,167545241,0,0,183476000,164296520,USD,0.895466,0.99
465,17,GI1-CDH,3,GI1,44377,20210630,2021 Q2,Active,205921000,186091735,0,0,203862000,183611368,USD,0.900665,0.99
466,17,GI1-CDH,3,GI1,44469,20210930,2021 Q3,Active,205921000,186091735,0,0,211504000,193372185,USD,0.914272,1.027
467,17,GI1-CDH,3,GI1,44561,20211231,2021 Q4,Active,205921000,186091735,0,0,221205000,204408241,USD,0.924067,1.074
468,17,GI1-CDH,3,GI1,44651,20220331,2022 Q1,Partially Realized,205921000,186091735,1158000,1065982,230906000,212557517,USD,0.920537,1.127
469,17,GI1-CDH,3,GI1,44742,20220630,2022 Q2,Partially Realized,205921000,186091735,2333000,2147816,240607000,221529271,USD,0.92071,1.18
470,17,GI1-CDH,3,GI1,44834,20220930,2022 Q3,Partially Realized,205921000,186091735,3526000,3256590,250308000,232636255,USD,0.9294,1.233
471,17,GI1-CDH,3,GI1,44926,20221231,2022 Q4,Partially Realized,205921000,186091735,4736000,4386932,260010000,242892762,USD,0.934167,1.286
472,17,GI1-CDH,3,GI1,45016,20230331,2023 Q1,Partially Realized,205921000,186091735,5963000,5504790,269711000,245720207,USD,0.91105,1.339
473,17,GI1-CDH,3,GI1,45107,20230630,2023 Q2,Partially Realized,205921000,186091735,7207000,6613682,279412000,249065622,USD,0.891392,1.392
474,17,GI1-CDH,3,GI1,45199,20230930,2023 Q3,Partially Realized,205921000,186091735,8468000,7722957,289113000,254326635,USD,0.879679,1.445
475,17,GI1-CDH,3,GI1,45291,20231231,2023 Q4,Partially Realized,205921000,186091735,9746000,8827240,286733000,247757670,USD,0.864071,1.44
476,17,GI1-CDH,3,GI1,45382,20240331,2024 Q1,Partially Realized,205921000,186091735,11042000,9945776,284354000,245416838,USD,0.863068,1.435
477,17,GI1-CDH,3,GI1,45473,20240630,2024 Q2,Partially Realized,205921000,186091735,12355000,11082770,281974000,244175667,USD,0.865951,1.429
478,17,GI1-CDH,3,GI1,45565,20240930,2024 Q3,Partially Realized,205921000,186091735,13685000,12248946,279595000,245155606,USD,0.876824,1.424
479,17,GI1-CDH,3,GI1,45657,20241231,2024 Q4,Partially Realized,205921000,186091735,15032000,13439534,277215000,245025071,USD,0.883881,1.419
480,17,GI1-CDH,3,GI1,45747,20250331,2025 Q1,Partially Realized,205921000,186091735,16396000,14643942,274836000,242679363,USD,0.882997,1.414
481,17,GI1-CDH,3,GI1,45838,20250630,2025 Q2,Partially Realized,205921000,186091735,17777000,15867315,272456000,241357872,USD,0.88586,1.409
482,17,GI1-CDH,3,GI1,45930,20250930,2025 Q3,Partially Realized,205921000,186091735,19176000,17122070,270077000,242230441,USD,0.896894,1.405
483,17,GI1-CDH,3,GI1,46022,20251231,2025 Q4,Partially Realized,205921000,186091735,20592000,18402169,267697000,242004780,USD,0.904025,1.4
484,18,DDL1-ATLN,4,DDL1,43921,20200331,2020 Q1,Active,34838000,37990804,0,0,41388000,45133573,EUR,1.090499,1.188
485,18,DDL1-ATLN,4,DDL1,44012,20200630,2020 Q2,Partially Realized,44664000,48607944,448000,484071,53060000,57332126,EUR,1.080515,1.198
486,18,DDL1-ATLN,4,DDL1,44104,20200930,2020 Q3,Partially Realized,44664000,48607944,896000,967748,53552000,57816667,EUR,1.079636,1.219
487,18,DDL1-ATLN,4,DDL1,44196,20201231,2020 Q4,Partially Realized,44664000,48607944,1344000,1453658,53776000,58326579,EUR,1.084621,1.234
488,18,DDL1-ATLN,4,DDL1,44286,20210331,2021 Q1,Partially Realized,44664000,48607944,1792000,1934432,53999000,57949405,EUR,1.073157,1.249
489,18,DDL1-ATLN,4,DDL1,44377,20210630,2021 Q2,Partially Realized,44664000,48607944,2240000,2407447,54222000,57249648,EUR,1.055838,1.264
490,18,DDL1-ATLN,4,DDL1,44469,20210930,2021 Q3,Partially Realized,44664000,48607944,2688000,2876671,54445000,57024277,EUR,1.047374,1.279
491,18,DDL1-ATLN,4,DDL1,44561,20211231,2021 Q4,Partially Realized,44664000,48607944,3136000,3344622,54668000,57102530,EUR,1.044533,1.294
492,18,DDL1-ATLN,4,DDL1,44651,20220331,2022 Q1,Partially Realized,44664000,48607944,3584000,3806332,46859000,48293026,EUR,1.030603,1.129
493,18,DDL1-ATLN,4,DDL1,44742,20220630,2022 Q2,Partially Realized,44664000,48607944,4032000,4259302,39049000,39482210,EUR,1.011094,0.965
494,18,DDL1-ATLN,4,DDL1,44834,20220930,2022 Q3,Partially Realized,44664000,48607944,4480000,4707324,31240000,31241531,EUR,1.000049,0.8
495,18,DDL1-ATLN,4,DDL1,44926,20221231,2022 Q4,Partially Realized,44664000,48607944,4928000,5152792,23430000,23297574,EUR,0.994348,0.635
496,18,DDL1-ATLN,4,DDL1,45016,20230331,2023 Q1,Partially Realized,44664000,48607944,5376000,5593137,15619000,15352103,EUR,0.982912,0.47
497,18,DDL1-ATLN,4,DDL1,45107,20230630,2023 Q2,Partially Realized,44664000,48607944,30117000,29498238,7810000,7546131,EUR,0.966214,0.849
498,18,DDL1-ATLN,4,DDL1,45199,20230930,2023 Q3,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.957615,1.228
499,18,DDL1-ATLN,4,DDL1,45291,20231231,2023 Q4,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.954151,1.228
500,18,DDL1-ATLN,4,DDL1,45382,20240331,2024 Q1,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.950049,1.228
501,18,DDL1-ATLN,4,DDL1,45473,20240630,2024 Q2,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.941057,1.228
502,18,DDL1-ATLN,4,DDL1,45565,20240930,2024 Q3,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.940081,1.228
503,18,DDL1-ATLN,4,DDL1,45657,20241231,2024 Q4,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.944067,1.228
504,18,DDL1-ATLN,4,DDL1,45747,20250331,2025 Q1,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.940037,1.228
505,18,DDL1-ATLN,4,DDL1,45838,20250630,2025 Q2,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.931099,1.228
506,18,DDL1-ATLN,4,DDL1,45930,20250930,2025 Q3,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.930093,1.228
507,18,DDL1-ATLN,4,DDL1,46022,20251231,2025 Q4,Realized,44664000,48607944,54858000,53190591,0,0,EUR,0.933997,1.228
508,19,DDL1-BFLN,4,DDL1,44012,20200630,2020 Q2,Active,33716000,36430644,0,0,40054000,43278948,EUR,1.080515,1.188
509,19,DDL1-BFLN,4,DDL1,44104,20200930,2020 Q3,Partially Realized,43226000,46697982,536000,578685,51352000,55441468,EUR,1.079636,1.2
510,19,DDL1-BFLN,4,DDL1,44196,20201231,2020 Q4,Partially Realized,43226000,46697982,1072000,1160042,51796000,56179029,EUR,1.084621,1.223
511,19,DDL1-BFLN,4,DDL1,44286,20210331,2021 Q1,Partially Realized,43226000,46697982,1608000,1735254,51982000,55784847,EUR,1.073157,1.24
512,19,DDL1-BFLN,4,DDL1,44377,20210630,2021 Q2,Partially Realized,43226000,46697982,2144000,2301183,52166000,55078845,EUR,1.055838,1.256
513,19,DDL1-BFLN,4,DDL1,44469,20210930,2021 Q3,Partially Realized,43226000,46697982,2680000,2862575,52351000,54831076,EUR,1.047374,1.273
514,19,DDL1-BFLN,4,DDL1,44561,20211231,2021 Q4,Partially Realized,43226000,46697982,3216000,3422445,52537000,54876630,EUR,1.044533,1.29
515,19,DDL1-BFLN,4,DDL1,44651,20220331,2022 Q1,Partially Realized,43226000,46697982,3752000,3974848,52722000,54335451,EUR,1.030603,1.306
516,19,DDL1-BFLN,4,DDL1,44742,20220630,2022 Q2,Partially Realized,43226000,46697982,4288000,4516794,52908000,53494961,EUR,1.011094,1.323
517,19,DDL1-BFLN,4,DDL1,44834,20220930,2022 Q3,Partially Realized,43226000,46697982,4824000,5052820,45349000,45351222,EUR,1.000049,1.161
518,19,DDL1-BFLN,4,DDL1,44926,20221231,2022 Q4,Partially Realized,43226000,46697982,5360000,5585791,37790000,37576411,EUR,0.994348,0.998
519,19,DDL1-BFLN,4,DDL1,45016,20230331,2023 Q1,Partially Realized,43226000,46697982,5896000,6112632,30233000,29716378,EUR,0.982912,0.836
520,19,DDL1-BFLN,4,DDL1,45107,20230630,2023 Q2,Partially Realized,43226000,46697982,6432000,6630523,22675000,21908902,EUR,0.966214,0.673
521,19,DDL1-BFLN,4,DDL1,45199,20230930,2023 Q3,Partially Realized,43226000,46697982,6968000,7143805,15116000,14475308,EUR,0.957615,0.511
522,19,DDL1-BFLN,4,DDL1,45291,20231231,2023 Q4,Partially Realized,43226000,46697982,30719000,29805845,7558000,7211473,EUR,0.954151,0.886
523,19,DDL1-BFLN,4,DDL1,45382,20240331,2024 Q1,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.950049,1.26
524,19,DDL1-BFLN,4,DDL1,45473,20240630,2024 Q2,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.941057,1.26
525,19,DDL1-BFLN,4,DDL1,45565,20240930,2024 Q3,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.940081,1.26
526,19,DDL1-BFLN,4,DDL1,45657,20241231,2024 Q4,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.944067,1.26
527,19,DDL1-BFLN,4,DDL1,45747,20250331,2025 Q1,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.940037,1.26
528,19,DDL1-BFLN,4,DDL1,45838,20250630,2025 Q2,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.931099,1.26
529,19,DDL1-BFLN,4,DDL1,45930,20250930,2025 Q3,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.930093,1.26
530,19,DDL1-BFLN,4,DDL1,46022,20251231,2025 Q4,Realized,43226000,46697982,54470000,52370459,0,0,EUR,0.933997,1.26
531,20,DDL1-CRLN,4,DDL1,44196,20201231,2020 Q4,Active,42283000,45861030,0,0,50232000,54482682,EUR,1.084621,1.188
532,20,DDL1-CRLN,4,DDL1,44286,20210331,2021 Q1,Partially Realized,54209000,58659500,562000,603114,64400000,69111311,EUR,1.073157,1.198
533,20,DDL1-CRLN,4,DDL1,44377,20210630,2021 Q2,Partially Realized,54209000,58659500,1124000,1196495,64958000,68585125,EUR,1.055838,1.219
534,20,DDL1-CRLN,4,DDL1,44469,20210930,2021 Q3,Partially Realized,54209000,58659500,1686000,1785119,65190000,68278311,EUR,1.047374,1.234
535,20,DDL1-CRLN,4,DDL1,44561,20211231,2021 Q4,Partially Realized,54209000,58659500,2248000,2372147,65423000,68336482,EUR,1.044533,1.248
536,20,DDL1-CRLN,4,DDL1,44651,20220331,2022 Q1,Partially Realized,54209000,58659500,2810000,2951346,65654000,67663209,EUR,1.030603,1.263
537,20,DDL1-CRLN,4,DDL1,44742,20220630,2022 Q2,Partially Realized,54209000,58659500,3372000,3519581,65887000,66617950,EUR,1.011094,1.278
538,20,DDL1-CRLN,4,DDL1,44834,20220930,2022 Q3,Partially Realized,54209000,58659500,3934000,4081609,66120000,66123240,EUR,1.000049,1.292
539,20,DDL1-CRLN,4,DDL1,44926,20221231,2022 Q4,Partially Realized,54209000,58659500,4496000,4640433,66352000,65976978,EUR,0.994348,1.307
540,20,DDL1-CRLN,4,DDL1,45016,20230331,2023 Q1,Partially Realized,54209000,58659500,5058000,5192830,58326000,57329325,EUR,0.982912,1.169
541,20,DDL1-CRLN,4,DDL1,45107,20230630,2023 Q2,Partially Realized,54209000,58659500,5620000,5735842,50299000,48599598,EUR,0.966214,1.032
542,20,DDL1-CRLN,4,DDL1,45199,20230930,2023 Q3,Partially Realized,54209000,58659500,6182000,6274022,42272000,40480301,EUR,0.957615,0.894
543,20,DDL1-CRLN,4,DDL1,45291,20231231,2023 Q4,Partially Realized,54209000,58659500,6744000,6810255,34247000,32676809,EUR,0.954151,0.756
544,20,DDL1-CRLN,4,DDL1,45382,20240331,2024 Q1,Partially Realized,54209000,58659500,7306000,7344183,26220000,24910285,EUR,0.950049,0.618
545,20,DDL1-CRLN,4,DDL1,45473,20240630,2024 Q2,Partially Realized,54209000,58659500,33074000,31593340,18193000,17120650,EUR,0.941057,0.946
546,20,DDL1-CRLN,4,DDL1,45565,20240930,2024 Q3,Partially Realized,54209000,58659500,58842000,55817347,10168000,9558744,EUR,0.940081,1.273
547,20,DDL1-CRLN,4,DDL1,45657,20241231,2024 Q4,Partially Realized,54209000,58659500,58842000,55817347,10168000,9599273,EUR,0.944067,1.273
548,20,DDL1-CRLN,4,DDL1,45747,20250331,2025 Q1,Partially Realized,54209000,58659500,58842000,55817347,10168000,9558296,EUR,0.940037,1.273
549,20,DDL1-CRLN,4,DDL1,45838,20250630,2025 Q2,Partially Realized,54209000,58659500,58842000,55817347,10168000,9467415,EUR,0.931099,1.273
550,20,DDL1-CRLN,4,DDL1,45930,20250930,2025 Q3,Partially Realized,54209000,58659500,58842000,55817347,10168000,9457186,EUR,0.930093,1.273
551,20,DDL1-CRLN,4,DDL1,46022,20251231,2025 Q4,Partially Realized,54209000,58659500,58842000,55817347,10168000,9496881,EUR,0.933997,1.273
552,21,DDL1-DTLN,4,DDL1,44377,20210630,2021 Q2,Active,67974000,71769532,0,0,80753000,85262086,EUR,1.055838,1.188
553,21,DDL1-DTLN,4,DDL1,44469,20210930,2021 Q3,Partially Realized,87146000,91849786,781000,817999,103530000,108434630,EUR,1.047374,1.197
554,21,DDL1-DTLN,4,DDL1,44561,20211231,2021 Q4,Partially Realized,87146000,91849786,1562000,1633779,104426000,109076403,EUR,1.044533,1.216
555,21,DDL1-DTLN,4,DDL1,44651,20220331,2022 Q1,Partially Realized,87146000,91849786,2343000,2438680,104800000,108007194,EUR,1.030603,1.229
556,21,DDL1-DTLN,4,DDL1,44742,20220630,2022 Q2,Partially Realized,87146000,91849786,3124000,3228344,105173000,106339789,EUR,1.011094,1.243
557,21,DDL1-DTLN,4,DDL1,44834,20220930,2022 Q3,Partially Realized,87146000,91849786,3905000,4009382,105546000,105551172,EUR,1.000049,1.256
558,21,DDL1-DTLN,4,DDL1,44926,20221231,2022 Q4,Partially Realized,87146000,91849786,4686000,4785968,105919000,105320346,EUR,0.994348,1.269
559,21,DDL1-DTLN,4,DDL1,45016,20230331,2023 Q1,Partially Realized,87146000,91849786,5467000,5553622,106294000,104477648,EUR,0.982912,1.282
560,21,DDL1-DTLN,4,DDL1,45107,20230630,2023 Q2,Partially Realized,87146000,91849786,6248000,6308235,106667000,103063149,EUR,0.966214,1.296
561,21,DDL1-DTLN,4,DDL1,45199,20230930,2023 Q3,Partially Realized,87146000,91849786,7029000,7056132,95395000,91351683,EUR,0.957615,1.175
562,21,DDL1-DTLN,4,DDL1,45291,20231231,2023 Q4,Partially Realized,87146000,91849786,7810000,7801324,84124000,80266999,EUR,0.954151,1.055
563,21,DDL1-DTLN,4,DDL1,45382,20240331,2024 Q1,Partially Realized,87146000,91849786,8591000,8543312,72852000,69212970,EUR,0.950049,0.935
564,21,DDL1-DTLN,4,DDL1,45473,20240630,2024 Q2,Partially Realized,87146000,91849786,9372000,9278278,61580000,57950290,EUR,0.941057,0.814
565,21,DDL1-DTLN,4,DDL1,45565,20240930,2024 Q3,Partially Realized,87146000,91849786,10153000,10012481,50308000,47293595,EUR,0.940081,0.694
566,21,DDL1-DTLN,4,DDL1,45657,20241231,2024 Q4,Partially Realized,87146000,91849786,47375000,45152543,39036000,36852599,EUR,0.944067,0.992
567,21,DDL1-DTLN,4,DDL1,45747,20250331,2025 Q1,Partially Realized,87146000,91849786,84597000,80142600,27764000,26099187,EUR,0.940037,1.289
