InvestorCashflowID,InvestorCashflowRef,CashflowID,CashflowRef,FundID,FundCode,InvestorID,InvestorCode,Date,DateKey,Type,CashflowCategory,Amount,Currency,FXRateToCHF,AmountCHF,CommitmentSharePct,Status,AllocationMethod
6334,ICF-006334,592,CF-DDL1-20210331-0376,4,DDL1,2,NIG,44286,20210331,DIST,Coupon,59733,EUR,1.073157,64103,0.133333333,Settled,Pro Rata by Eligible Commitment
6335,ICF-006335,592,CF-DDL1-20210331-0376,4,DDL1,3,GSIA,44286,20210331,DIST,Coupon,74667,EUR,1.073157,80129,0.166666667,Settled,Pro Rata by Eligible Commitment
6336,ICF-006336,592,CF-DDL1-20210331-0376,4,DDL1,4,CPP,44286,20210331,DIST,Coupon,82133,EUR,1.073157,88142,0.183333333,Settled,Pro Rata by Eligible Commitment
6337,ICF-006337,592,CF-DDL1-20210331-0376,4,DDL1,5,UKPBF,44286,20210331,DIST,Coupon,37333,EUR,1.073157,40065,0.083333333,Settled,Pro Rata by Eligible Commitment
6338,ICF-006338,592,CF-DDL1-20210331-0376,4,DDL1,6,SPBAM,44286,20210331,DIST,Coupon,26133,EUR,1.073157,28045,0.058333333,Settled,Pro Rata by Eligible Commitment
6339,ICF-006339,592,CF-DDL1-20210331-0376,4,DDL1,11,MCV,44286,20210331,DIST,Coupon,7467,EUR,1.073157,8013,0.016666667,Settled,Pro Rata by Eligible Commitment
6340,ICF-006340,592,CF-DDL1-20210331-0376,4,DDL1,7,AIP,44286,20210331,DIST,Coupon,41067,EUR,1.073157,44071,0.091666667,Settled,Pro Rata by Eligible Commitment
6341,ICF-006341,592,CF-DDL1-20210331-0376,4,DDL1,8,UUE,44286,20210331,DIST,Coupon,22400,EUR,1.073157,24039,0.05,Settled,Pro Rata by Eligible Commitment
6342,ICF-006342,592,CF-DDL1-20210331-0376,4,DDL1,9,EIG,44286,20210331,DIST,Coupon,18667,EUR,1.073157,20032,0.041666667,Settled,Pro Rata by Eligible Commitment
6343,ICF-006343,592,CF-DDL1-20210331-0376,4,DDL1,10,GPCF,44286,20210331,DIST,Coupon,11200,EUR,1.073157,12019,0.025,Settled,Pro Rata by Eligible Commitment
6344,ICF-006344,593,CF-DDL1-20210331-0391,4,DDL1,1,SPR,44286,20210331,DIST,Coupon,80400,EUR,1.073157,86282,0.15,Settled,Pro Rata by Eligible Commitment
6345,ICF-006345,593,CF-DDL1-20210331-0391,4,DDL1,2,NIG,44286,20210331,DIST,Coupon,71467,EUR,1.073157,76695,0.133333333,Settled,Pro Rata by Eligible Commitment
6346,ICF-006346,593,CF-DDL1-20210331-0391,4,DDL1,3,GSIA,44286,20210331,DIST,Coupon,89333,EUR,1.073157,95869,0.166666667,Settled,Pro Rata by Eligible Commitment
6347,ICF-006347,593,CF-DDL1-20210331-0391,4,DDL1,4,CPP,44286,20210331,DIST,Coupon,98267,EUR,1.073157,105455,0.183333333,Settled,Pro Rata by Eligible Commitment
6348,ICF-006348,593,CF-DDL1-20210331-0391,4,DDL1,5,UKPBF,44286,20210331,DIST,Coupon,44667,EUR,1.073157,47934,0.083333333,Settled,Pro Rata by Eligible Commitment
6349,ICF-006349,593,CF-DDL1-20210331-0391,4,DDL1,6,SPBAM,44286,20210331,DIST,Coupon,31267,EUR,1.073157,33554,0.058333333,Settled,Pro Rata by Eligible Commitment
6350,ICF-006350,593,CF-DDL1-20210331-0391,4,DDL1,11,MCV,44286,20210331,DIST,Coupon,8933,EUR,1.073157,9587,0.016666667,Settled,Pro Rata by Eligible Commitment
6351,ICF-006351,593,CF-DDL1-20210331-0391,4,DDL1,7,AIP,44286,20210331,DIST,Coupon,49133,EUR,1.073157,52728,0.091666667,Settled,Pro Rata by Eligible Commitment
6352,ICF-006352,593,CF-DDL1-20210331-0391,4,DDL1,8,UUE,44286,20210331,DIST,Coupon,26800,EUR,1.073157,28761,0.05,Settled,Pro Rata by Eligible Commitment
6353,ICF-006353,593,CF-DDL1-20210331-0391,4,DDL1,9,EIG,44286,20210331,DIST,Coupon,22333,EUR,1.073157,23967,0.041666667,Settled,Pro Rata by Eligible Commitment
6354,ICF-006354,593,CF-DDL1-20210331-0391,4,DDL1,10,GPCF,44286,20210331,DIST,Coupon,13400,EUR,1.073157,14380,0.025,Settled,Pro Rata by Eligible Commitment
6355,ICF-006355,594,CF-DDL1-20210331-0406,4,DDL1,1,SPR,44286,20210331,DIST,Coupon,84300,EUR,1.073157,90467,0.15,Settled,Pro Rata by Eligible Commitment
6356,ICF-006356,594,CF-DDL1-20210331-0406,4,DDL1,2,NIG,44286,20210331,DIST,Coupon,74933,EUR,1.073157,80415,0.133333333,Settled,Pro Rata by Eligible Commitment
6357,ICF-006357,594,CF-DDL1-20210331-0406,4,DDL1,3,GSIA,44286,20210331,DIST,Coupon,93667,EUR,1.073157,100519,0.166666667,Settled,Pro Rata by Eligible Commitment
6358,ICF-006358,594,CF-DDL1-20210331-0406,4,DDL1,4,CPP,44286,20210331,DIST,Coupon,103033,EUR,1.073157,110571,0.183333333,Settled,Pro Rata by Eligible Commitment
6359,ICF-006359,594,CF-DDL1-20210331-0406,4,DDL1,5,UKPBF,44286,20210331,DIST,Coupon,46833,EUR,1.073157,50259,0.083333333,Settled,Pro Rata by Eligible Commitment
6360,ICF-006360,594,CF-DDL1-20210331-0406,4,DDL1,6,SPBAM,44286,20210331,DIST,Coupon,32783,EUR,1.073157,35182,0.058333333,Settled,Pro Rata by Eligible Commitment
6361,ICF-006361,594,CF-DDL1-20210331-0406,4,DDL1,11,MCV,44286,20210331,DIST,Coupon,9367,EUR,1.073157,10052,0.016666667,Settled,Pro Rata by Eligible Commitment
6362,ICF-006362,594,CF-DDL1-20210331-0406,4,DDL1,7,AIP,44286,20210331,DIST,Coupon,51517,EUR,1.073157,55285,0.091666667,Settled,Pro Rata by Eligible Commitment
6363,ICF-006363,594,CF-DDL1-20210331-0406,4,DDL1,8,UUE,44286,20210331,DIST,Coupon,28100,EUR,1.073157,30156,0.05,Settled,Pro Rata by Eligible Commitment
6364,ICF-006364,594,CF-DDL1-20210331-0406,4,DDL1,9,EIG,44286,20210331,DIST,Coupon,23417,EUR,1.073157,25130,0.041666667,Settled,Pro Rata by Eligible Commitment
6365,ICF-006365,594,CF-DDL1-20210331-0406,4,DDL1,10,GPCF,44286,20210331,DIST,Coupon,14050,EUR,1.073157,15078,0.025,Settled,Pro Rata by Eligible Commitment
6366,ICF-006366,595,CF-DDL1-20210630-EXP,4,DDL1,1,SPR,44377,20210630,CALL,Fund Expense,-33750,EUR,1.055838,-35635,0.15,Settled,Pro Rata by Eligible Commitment
6367,ICF-006367,595,CF-DDL1-20210630-EXP,4,DDL1,2,NIG,44377,20210630,CALL,Fund Expense,-30000,EUR,1.055838,-31675,0.133333333,Settled,Pro Rata by Eligible Commitment
6368,ICF-006368,595,CF-DDL1-20210630-EXP,4,DDL1,3,GSIA,44377,20210630,CALL,Fund Expense,-37500,EUR,1.055838,-39594,0.166666667,Settled,Pro Rata by Eligible Commitment
6369,ICF-006369,595,CF-DDL1-20210630-EXP,4,DDL1,4,CPP,44377,20210630,CALL,Fund Expense,-41250,EUR,1.055838,-43553,0.183333333,Settled,Pro Rata by Eligible Commitment
6370,ICF-006370,595,CF-DDL1-20210630-EXP,4,DDL1,5,UKPBF,44377,20210630,CALL,Fund Expense,-18750,EUR,1.055838,-19797,0.083333333,Settled,Pro Rata by Eligible Commitment
6371,ICF-006371,595,CF-DDL1-20210630-EXP,4,DDL1,6,SPBAM,44377,20210630,CALL,Fund Expense,-13125,EUR,1.055838,-13858,0.058333333,Settled,Pro Rata by Eligible Commitment
6372,ICF-006372,595,CF-DDL1-20210630-EXP,4,DDL1,11,MCV,44377,20210630,CALL,Fund Expense,-3750,EUR,1.055838,-3959,0.016666667,Settled,Pro Rata by Eligible Commitment
6373,ICF-006373,595,CF-DDL1-20210630-EXP,4,DDL1,7,AIP,44377,20210630,CALL,Fund Expense,-20625,EUR,1.055838,-21777,0.091666667,Settled,Pro Rata by Eligible Commitment
6374,ICF-006374,595,CF-DDL1-20210630-EXP,4,DDL1,8,UUE,44377,20210630,CALL,Fund Expense,-11250,EUR,1.055838,-11878,0.05,Settled,Pro Rata by Eligible Commitment
6375,ICF-006375,595,CF-DDL1-20210630-EXP,4,DDL1,9,EIG,44377,20210630,CALL,Fund Expense,-9375,EUR,1.055838,-9899,0.041666667,Settled,Pro Rata by Eligible Commitment
6376,ICF-006376,595,CF-DDL1-20210630-EXP,4,DDL1,10,GPCF,44377,20210630,CALL,Fund Expense,-5625,EUR,1.055838,-5939,0.025,Settled,Pro Rata by Eligible Commitment
6377,ICF-006377,596,CF-DDL1-20210630-0421,4,DDL1,1,SPR,44377,20210630,CALL,Investment,-10196100,EUR,1.055838,-10765430,0.15,Settled,Pro Rata by Eligible Commitment
6378,ICF-006378,596,CF-DDL1-20210630-0421,4,DDL1,2,NIG,44377,20210630,CALL,Investment,-9063200,EUR,1.055838,-9569271,0.133333333,Settled,Pro Rata by Eligible Commitment
6379,ICF-006379,596,CF-DDL1-20210630-0421,4,DDL1,3,GSIA,44377,20210630,CALL,Investment,-11329000,EUR,1.055838,-11961589,0.166666667,Settled,Pro Rata by Eligible Commitment
6380,ICF-006380,596,CF-DDL1-20210630-0421,4,DDL1,4,CPP,44377,20210630,CALL,Investment,-12461900,EUR,1.055838,-13157747,0.183333333,Settled,Pro Rata by Eligible Commitment
6381,ICF-006381,596,CF-DDL1-20210630-0421,4,DDL1,5,UKPBF,44377,20210630,CALL,Investment,-5664500,EUR,1.055838,-5980794,0.083333333,Settled,Pro Rata by Eligible Commitment
6382,ICF-006382,596,CF-DDL1-20210630-0421,4,DDL1,6,SPBAM,44377,20210630,CALL,Investment,-3965150,EUR,1.055838,-4186556,0.058333333,Settled,Pro Rata by Eligible Commitment
6383,ICF-006383,596,CF-DDL1-20210630-0421,4,DDL1,11,MCV,44377,20210630,CALL,Investment,-1132900,EUR,1.055838,-1196159,0.016666667,Settled,Pro Rata by Eligible Commitment
6384,ICF-006384,596,CF-DDL1-20210630-0421,4,DDL1,7,AIP,44377,20210630,CALL,Investment,-6230950,EUR,1.055838,-6578874,0.091666667,Settled,Pro Rata by Eligible Commitment
6385,ICF-006385,596,CF-DDL1-20210630-0421,4,DDL1,8,UUE,44377,20210630,CALL,Investment,-3398700,EUR,1.055838,-3588477,0.05,Settled,Pro Rata by Eligible Commitment
6386,ICF-006386,596,CF-DDL1-20210630-0421,4,DDL1,9,EIG,44377,20210630,CALL,Investment,-2832250,EUR,1.055838,-2990397,0.041666667,Settled,Pro Rata by Eligible Commitment
6387,ICF-006387,596,CF-DDL1-20210630-0421,4,DDL1,10,GPCF,44377,20210630,CALL,Investment,-1699350,EUR,1.055838,-1794238,0.025,Settled,Pro Rata by Eligible Commitment
6388,ICF-006388,597,CF-DDL1-20210630-FEE,4,DDL1,1,SPR,44377,20210630,CALL,Management Fee,-337500,EUR,1.055838,-356345,0.15,Settled,Pro Rata by Eligible Commitment
6389,ICF-006389,597,CF-DDL1-20210630-FEE,4,DDL1,2,NIG,44377,20210630,CALL,Management Fee,-300000,EUR,1.055838,-316751,0.133333333,Settled,Pro Rata by Eligible Commitment
6390,ICF-006390,597,CF-DDL1-20210630-FEE,4,DDL1,3,GSIA,44377,20210630,CALL,Management Fee,-375000,EUR,1.055838,-395939,0.166666667,Settled,Pro Rata by Eligible Commitment
6391,ICF-006391,597,CF-DDL1-20210630-FEE,4,DDL1,4,CPP,44377,20210630,CALL,Management Fee,-412500,EUR,1.055838,-435533,0.183333333,Settled,Pro Rata by Eligible Commitment
6392,ICF-006392,597,CF-DDL1-20210630-FEE,4,DDL1,5,UKPBF,44377,20210630,CALL,Management Fee,-187500,EUR,1.055838,-197970,0.083333333,Settled,Pro Rata by Eligible Commitment
6393,ICF-006393,597,CF-DDL1-20210630-FEE,4,DDL1,6,SPBAM,44377,20210630,CALL,Management Fee,-131250,EUR,1.055838,-138579,0.058333333,Settled,Pro Rata by Eligible Commitment
6394,ICF-006394,597,CF-DDL1-20210630-FEE,4,DDL1,11,MCV,44377,20210630,CALL,Management Fee,-37500,EUR,1.055838,-39594,0.016666667,Settled,Pro Rata by Eligible Commitment
6395,ICF-006395,597,CF-DDL1-20210630-FEE,4,DDL1,7,AIP,44377,20210630,CALL,Management Fee,-206250,EUR,1.055838,-217767,0.091666667,Settled,Pro Rata by Eligible Commitment
6396,ICF-006396,597,CF-DDL1-20210630-FEE,4,DDL1,8,UUE,44377,20210630,CALL,Management Fee,-112500,EUR,1.055838,-118782,0.05,Settled,Pro Rata by Eligible Commitment
6397,ICF-006397,597,CF-DDL1-20210630-FEE,4,DDL1,9,EIG,44377,20210630,CALL,Management Fee,-93750,EUR,1.055838,-98985,0.041666667,Settled,Pro Rata by Eligible Commitment
6398,ICF-006398,597,CF-DDL1-20210630-FEE,4,DDL1,10,GPCF,44377,20210630,CALL,Management Fee,-56250,EUR,1.055838,-59391,0.025,Settled,Pro Rata by Eligible Commitment
6399,ICF-006399,598,CF-DDL1-20210630-0377,4,DDL1,1,SPR,44377,20210630,DIST,Coupon,67200,EUR,1.055838,70952,0.15,Settled,Pro Rata by Eligible Commitment
6400,ICF-006400,598,CF-DDL1-20210630-0377,4,DDL1,2,NIG,44377,20210630,DIST,Coupon,59733,EUR,1.055838,63069,0.133333333,Settled,Pro Rata by Eligible Commitment
6401,ICF-006401,598,CF-DDL1-20210630-0377,4,DDL1,3,GSIA,44377,20210630,DIST,Coupon,74667,EUR,1.055838,78836,0.166666667,Settled,Pro Rata by Eligible Commitment
6402,ICF-006402,598,CF-DDL1-20210630-0377,4,DDL1,4,CPP,44377,20210630,DIST,Coupon,82133,EUR,1.055838,86719,0.183333333,Settled,Pro Rata by Eligible Commitment
6403,ICF-006403,598,CF-DDL1-20210630-0377,4,DDL1,5,UKPBF,44377,20210630,DIST,Coupon,37333,EUR,1.055838,39418,0.083333333,Settled,Pro Rata by Eligible Commitment
6404,ICF-006404,598,CF-DDL1-20210630-0377,4,DDL1,6,SPBAM,44377,20210630,DIST,Coupon,26133,EUR,1.055838,27592,0.058333333,Settled,Pro Rata by Eligible Commitment
6405,ICF-006405,598,CF-DDL1-20210630-0377,4,DDL1,11,MCV,44377,20210630,DIST,Coupon,7467,EUR,1.055838,7884,0.016666667,Settled,Pro Rata by Eligible Commitment
6406,ICF-006406,598,CF-DDL1-20210630-0377,4,DDL1,7,AIP,44377,20210630,DIST,Coupon,41067,EUR,1.055838,43360,0.091666667,Settled,Pro Rata by Eligible Commitment
6407,ICF-006407,598,CF-DDL1-20210630-0377,4,DDL1,8,UUE,44377,20210630,DIST,Coupon,22400,EUR,1.055838,23651,0.05,Settled,Pro Rata by Eligible Commitment
6408,ICF-006408,598,CF-DDL1-20210630-0377,4,DDL1,9,EIG,44377,20210630,DIST,Coupon,18667,EUR,1.055838,19709,0.041666667,Settled,Pro Rata by Eligible Commitment
6409,ICF-006409,598,CF-DDL1-20210630-0377,4,DDL1,10,GPCF,44377,20210630,DIST,Coupon,11200,EUR,1.055838,11825,0.025,Settled,Pro Rata by Eligible Commitment
6410,ICF-006410,599,CF-DDL1-20210630-0392,4,DDL1,1,SPR,44377,20210630,DIST,Coupon,80400,EUR,1.055838,84889,0.15,Settled,Pro Rata by Eligible Commitment
6411,ICF-006411,599,CF-DDL1-20210630-0392,4,DDL1,2,NIG,44377,20210630,DIST,Coupon,71467,EUR,1.055838,75457,0.133333333,Settled,Pro Rata by Eligible Commitment
6412,ICF-006412,599,CF-DDL1-20210630-0392,4,DDL1,3,GSIA,44377,20210630,DIST,Coupon,89333,EUR,1.055838,94322,0.166666667,Settled,Pro Rata by Eligible Commitment
6413,ICF-006413,599,CF-DDL1-20210630-0392,4,DDL1,4,CPP,44377,20210630,DIST,Coupon,98267,EUR,1.055838,103754,0.183333333,Settled,Pro Rata by Eligible Commitment
6414,ICF-006414,599,CF-DDL1-20210630-0392,4,DDL1,5,UKPBF,44377,20210630,DIST,Coupon,44667,EUR,1.055838,47161,0.083333333,Settled,Pro Rata by Eligible Commitment
6415,ICF-006415,599,CF-DDL1-20210630-0392,4,DDL1,6,SPBAM,44377,20210630,DIST,Coupon,31267,EUR,1.055838,33013,0.058333333,Settled,Pro Rata by Eligible Commitment
6416,ICF-006416,599,CF-DDL1-20210630-0392,4,DDL1,11,MCV,44377,20210630,DIST,Coupon,8933,EUR,1.055838,9432,0.016666667,Settled,Pro Rata by Eligible Commitment
6417,ICF-006417,599,CF-DDL1-20210630-0392,4,DDL1,7,AIP,44377,20210630,DIST,Coupon,49133,EUR,1.055838,51877,0.091666667,Settled,Pro Rata by Eligible Commitment
6418,ICF-006418,599,CF-DDL1-20210630-0392,4,DDL1,8,UUE,44377,20210630,DIST,Coupon,26800,EUR,1.055838,28296,0.05,Settled,Pro Rata by Eligible Commitment
6419,ICF-006419,599,CF-DDL1-20210630-0392,4,DDL1,9,EIG,44377,20210630,DIST,Coupon,22333,EUR,1.055838,23580,0.041666667,Settled,Pro Rata by Eligible Commitment
6420,ICF-006420,599,CF-DDL1-20210630-0392,4,DDL1,10,GPCF,44377,20210630,DIST,Coupon,13400,EUR,1.055838,14148,0.025,Settled,Pro Rata by Eligible Commitment
6421,ICF-006421,600,CF-DDL1-20210630-0407,4,DDL1,1,SPR,44377,20210630,DIST,Coupon,84300,EUR,1.055838,89007,0.15,Settled,Pro Rata by Eligible Commitment
6422,ICF-006422,600,CF-DDL1-20210630-0407,4,DDL1,2,NIG,44377,20210630,DIST,Coupon,74933,EUR,1.055838,79117,0.133333333,Settled,Pro Rata by Eligible Commitment
6423,ICF-006423,600,CF-DDL1-20210630-0407,4,DDL1,3,GSIA,44377,20210630,DIST,Coupon,93667,EUR,1.055838,98897,0.166666667,Settled,Pro Rata by Eligible Commitment
6424,ICF-006424,600,CF-DDL1-20210630-0407,4,DDL1,4,CPP,44377,20210630,DIST,Coupon,103033,EUR,1.055838,108787,0.183333333,Settled,Pro Rata by Eligible Commitment
6425,ICF-006425,600,CF-DDL1-20210630-0407,4,DDL1,5,UKPBF,44377,20210630,DIST,Coupon,46833,EUR,1.055838,49448,0.083333333,Settled,Pro Rata by Eligible Commitment
6426,ICF-006426,600,CF-DDL1-20210630-0407,4,DDL1,6,SPBAM,44377,20210630,DIST,Coupon,32783,EUR,1.055838,34614,0.058333333,Settled,Pro Rata by Eligible Commitment
6427,ICF-006427,600,CF-DDL1-20210630-0407,4,DDL1,11,MCV,44377,20210630,DIST,Coupon,9367,EUR,1.055838,9890,0.016666667,Settled,Pro Rata by Eligible Commitment
6428,ICF-006428,600,CF-DDL1-20210630-0407,4,DDL1,7,AIP,44377,20210630,DIST,Coupon,51517,EUR,1.055838,54393,0.091666667,Settled,Pro Rata by Eligible Commitment
6429,ICF-006429,600,CF-DDL1-20210630-0407,4,DDL1,8,UUE,44377,20210630,DIST,Coupon,28100,EUR,1.055838,29669,0.05,Settled,Pro Rata by Eligible Commitment
6430,ICF-006430,600,CF-DDL1-20210630-0407,4,DDL1,9,EIG,44377,20210630,DIST,Coupon,23417,EUR,1.055838,24724,0.041666667,Settled,Pro Rata by Eligible Commitment
6431,ICF-006431,600,CF-DDL1-20210630-0407,4,DDL1,10,GPCF,44377,20210630,DIST,Coupon,14050,EUR,1.055838,14835,0.025,Settled,Pro Rata by Eligible Commitment
6432,ICF-006432,601,CF-DDL1-20210930-0422,4,DDL1,1,SPR,44469,20210930,CALL,Follow-on Investment,-2875800,EUR,1.047374,-3012038,0.15,Settled,Pro Rata by Eligible Commitment
6433,ICF-006433,601,CF-DDL1-20210930-0422,4,DDL1,2,NIG,44469,20210930,CALL,Follow-on Investment,-2556267,EUR,1.047374,-2677367,0.133333333,Settled,Pro Rata by Eligible Commitment
6434,ICF-006434,601,CF-DDL1-20210930-0422,4,DDL1,3,GSIA,44469,20210930,CALL,Follow-on Investment,-3195333,EUR,1.047374,-3346709,0.166666667,Settled,Pro Rata by Eligible Commitment
6435,ICF-006435,601,CF-DDL1-20210930-0422,4,DDL1,4,CPP,44469,20210930,CALL,Follow-on Investment,-3514867,EUR,1.047374,-3681380,0.183333333,Settled,Pro Rata by Eligible Commitment
6436,ICF-006436,601,CF-DDL1-20210930-0422,4,DDL1,5,UKPBF,44469,20210930,CALL,Follow-on Investment,-1597667,EUR,1.047374,-1673355,0.083333333,Settled,Pro Rata by Eligible Commitment
6437,ICF-006437,601,CF-DDL1-20210930-0422,4,DDL1,6,SPBAM,44469,20210930,CALL,Follow-on Investment,-1118367,EUR,1.047374,-1171348,0.058333333,Settled,Pro Rata by Eligible Commitment
6438,ICF-006438,601,CF-DDL1-20210930-0422,4,DDL1,11,MCV,44469,20210930,CALL,Follow-on Investment,-319533,EUR,1.047374,-334671,0.016666667,Settled,Pro Rata by Eligible Commitment
6439,ICF-006439,601,CF-DDL1-20210930-0422,4,DDL1,7,AIP,44469,20210930,CALL,Follow-on Investment,-1757433,EUR,1.047374,-1840690,0.091666667,Settled,Pro Rata by Eligible Commitment
6440,ICF-006440,601,CF-DDL1-20210930-0422,4,DDL1,8,UUE,44469,20210930,CALL,Follow-on Investment,-958600,EUR,1.047374,-1004013,0.05,Settled,Pro Rata by Eligible Commitment
6441,ICF-006441,601,CF-DDL1-20210930-0422,4,DDL1,9,EIG,44469,20210930,CALL,Follow-on Investment,-798833,EUR,1.047374,-836677,0.041666667,Settled,Pro Rata by Eligible Commitment
6442,ICF-006442,601,CF-DDL1-20210930-0422,4,DDL1,10,GPCF,44469,20210930,CALL,Follow-on Investment,-479300,EUR,1.047374,-502006,0.025,Settled,Pro Rata by Eligible Commitment
6443,ICF-006443,602,CF-DDL1-20210930-EXP,4,DDL1,1,SPR,44469,20210930,CALL,Fund Expense,-33750,EUR,1.047374,-35349,0.15,Settled,Pro Rata by Eligible Commitment
6444,ICF-006444,602,CF-DDL1-20210930-EXP,4,DDL1,2,NIG,44469,20210930,CALL,Fund Expense,-30000,EUR,1.047374,-31421,0.133333333,Settled,Pro Rata by Eligible Commitment
6445,ICF-006445,602,CF-DDL1-20210930-EXP,4,DDL1,3,GSIA,44469,20210930,CALL,Fund Expense,-37500,EUR,1.047374,-39277,0.166666667,Settled,Pro Rata by Eligible Commitment
6446,ICF-006446,602,CF-DDL1-20210930-EXP,4,DDL1,4,CPP,44469,20210930,CALL,Fund Expense,-41250,EUR,1.047374,-43204,0.183333333,Settled,Pro Rata by Eligible Commitment
6447,ICF-006447,602,CF-DDL1-20210930-EXP,4,DDL1,5,UKPBF,44469,20210930,CALL,Fund Expense,-18750,EUR,1.047374,-19638,0.083333333,Settled,Pro Rata by Eligible Commitment
6448,ICF-006448,602,CF-DDL1-20210930-EXP,4,DDL1,6,SPBAM,44469,20210930,CALL,Fund Expense,-13125,EUR,1.047374,-13747,0.058333333,Settled,Pro Rata by Eligible Commitment
6449,ICF-006449,602,CF-DDL1-20210930-EXP,4,DDL1,11,MCV,44469,20210930,CALL,Fund Expense,-3750,EUR,1.047374,-3928,0.016666667,Settled,Pro Rata by Eligible Commitment
6450,ICF-006450,602,CF-DDL1-20210930-EXP,4,DDL1,7,AIP,44469,20210930,CALL,Fund Expense,-20625,EUR,1.047374,-21602,0.091666667,Settled,Pro Rata by Eligible Commitment
6451,ICF-006451,602,CF-DDL1-20210930-EXP,4,DDL1,8,UUE,44469,20210930,CALL,Fund Expense,-11250,EUR,1.047374,-11783,0.05,Settled,Pro Rata by Eligible Commitment
6452,ICF-006452,602,CF-DDL1-20210930-EXP,4,DDL1,9,EIG,44469,20210930,CALL,Fund Expense,-9375,EUR,1.047374,-9819,0.041666667,Settled,Pro Rata by Eligible Commitment
6453,ICF-006453,602,CF-DDL1-20210930-EXP,4,DDL1,10,GPCF,44469,20210930,CALL,Fund Expense,-5625,EUR,1.047374,-5891,0.025,Settled,Pro Rata by Eligible Commitment
6454,ICF-006454,603,CF-DDL1-20210930-FEE,4,DDL1,1,SPR,44469,20210930,CALL,Management Fee,-337500,EUR,1.047374,-353489,0.15,Settled,Pro Rata by Eligible Commitment
6455,ICF-006455,603,CF-DDL1-20210930-FEE,4,DDL1,2,NIG,44469,20210930,CALL,Management Fee,-300000,EUR,1.047374,-314212,0.133333333,Settled,Pro Rata by Eligible Commitment
6456,ICF-006456,603,CF-DDL1-20210930-FEE,4,DDL1,3,GSIA,44469,20210930,CALL,Management Fee,-375000,EUR,1.047374,-392765,0.166666667,Settled,Pro Rata by Eligible Commitment
6457,ICF-006457,603,CF-DDL1-20210930-FEE,4,DDL1,4,CPP,44469,20210930,CALL,Management Fee,-412500,EUR,1.047374,-432042,0.183333333,Settled,Pro Rata by Eligible Commitment
6458,ICF-006458,603,CF-DDL1-20210930-FEE,4,DDL1,5,UKPBF,44469,20210930,CALL,Management Fee,-187500,EUR,1.047374,-196383,0.083333333,Settled,Pro Rata by Eligible Commitment
6459,ICF-006459,603,CF-DDL1-20210930-FEE,4,DDL1,6,SPBAM,44469,20210930,CALL,Management Fee,-131250,EUR,1.047374,-137468,0.058333333,Settled,Pro Rata by Eligible Commitment
6460,ICF-006460,603,CF-DDL1-20210930-FEE,4,DDL1,11,MCV,44469,20210930,CALL,Management Fee,-37500,EUR,1.047374,-39276,0.016666667,Settled,Pro Rata by Eligible Commitment
6461,ICF-006461,603,CF-DDL1-20210930-FEE,4,DDL1,7,AIP,44469,20210930,CALL,Management Fee,-206250,EUR,1.047374,-216021,0.091666667,Settled,Pro Rata by Eligible Commitment
6462,ICF-006462,603,CF-DDL1-20210930-FEE,4,DDL1,8,UUE,44469,20210930,CALL,Management Fee,-112500,EUR,1.047374,-117830,0.05,Settled,Pro Rata by Eligible Commitment
6463,ICF-006463,603,CF-DDL1-20210930-FEE,4,DDL1,9,EIG,44469,20210930,CALL,Management Fee,-93750,EUR,1.047374,-98191,0.041666667,Settled,Pro Rata by Eligible Commitment
6464,ICF-006464,603,CF-DDL1-20210930-FEE,4,DDL1,10,GPCF,44469,20210930,CALL,Management Fee,-56250,EUR,1.047374,-58915,0.025,Settled,Pro Rata by Eligible Commitment
6465,ICF-006465,604,CF-DDL1-20210930-0378,4,DDL1,1,SPR,44469,20210930,DIST,Coupon,67200,EUR,1.047374,70384,0.15,Settled,Pro Rata by Eligible Commitment
6466,ICF-006466,604,CF-DDL1-20210930-0378,4,DDL1,2,NIG,44469,20210930,DIST,Coupon,59733,EUR,1.047374,62563,0.133333333,Settled,Pro Rata by Eligible Commitment
6467,ICF-006467,604,CF-DDL1-20210930-0378,4,DDL1,3,GSIA,44469,20210930,DIST,Coupon,74667,EUR,1.047374,78204,0.166666667,Settled,Pro Rata by Eligible Commitment
6468,ICF-006468,604,CF-DDL1-20210930-0378,4,DDL1,4,CPP,44469,20210930,DIST,Coupon,82133,EUR,1.047374,86024,0.183333333,Settled,Pro Rata by Eligible Commitment
6469,ICF-006469,604,CF-DDL1-20210930-0378,4,DDL1,5,UKPBF,44469,20210930,DIST,Coupon,37333,EUR,1.047374,39102,0.083333333,Settled,Pro Rata by Eligible Commitment
6470,ICF-006470,604,CF-DDL1-20210930-0378,4,DDL1,6,SPBAM,44469,20210930,DIST,Coupon,26133,EUR,1.047374,27372,0.058333333,Settled,Pro Rata by Eligible Commitment
6471,ICF-006471,604,CF-DDL1-20210930-0378,4,DDL1,11,MCV,44469,20210930,DIST,Coupon,7467,EUR,1.047374,7820,0.016666667,Settled,Pro Rata by Eligible Commitment
6472,ICF-006472,604,CF-DDL1-20210930-0378,4,DDL1,7,AIP,44469,20210930,DIST,Coupon,41067,EUR,1.047374,43012,0.091666667,Settled,Pro Rata by Eligible Commitment
